session_id,timestamp,user_id,product_id,event_type,offered_discount,purchase_id
100001,2021-05-27T11:11:03,102,1008,VIEW_PRODUCT,5,
100001,2021-05-27T11:15:18,102,1006,VIEW_PRODUCT,5,
100001,2021-05-27T11:17:18,102,1012,VIEW_PRODUCT,5,
100001,2021-05-27T11:22:02,102,1004,VIEW_PRODUCT,5,
100001,2021-05-27T11:22:50,102,1013,VIEW_PRODUCT,5,
100001,2021-05-27T11:26:48,102,1010,VIEW_PRODUCT,5,
100001,2021-05-27T11:27:44,102,1011,VIEW_PRODUCT,5,
100001,2021-05-27T11:28:08,102,1005,VIEW_PRODUCT,5,
100001,2021-05-27T11:31:06,102,1005,BUY_PRODUCT,5,20001
100002,2021-09-25T06:59:31,102,1276,VIEW_PRODUCT,0,
100002,2021-09-25T07:02:02,102,1277,VIEW_PRODUCT,0,
100002,2021-09-25T07:03:14,102,1277,BUY_PRODUCT,0,20002
100003,2021-04-18T17:44:14,102,1051,VIEW_PRODUCT,15,
100003,2021-04-18T17:48:55,102,1055,VIEW_PRODUCT,15,
100003,2021-04-18T17:49:51,102,1048,VIEW_PRODUCT,15,
100003,2021-04-18T17:51:35,102,1056,VIEW_PRODUCT,15,
100003,2021-04-18T17:54:01,102,1049,VIEW_PRODUCT,15,
100003,2021-04-18T17:54:07,102,1054,VIEW_PRODUCT,15,
100003,2021-04-18T17:57:34,102,1053,VIEW_PRODUCT,15,
100003,2021-04-18T18:02:14,102,1057,VIEW_PRODUCT,15,
100003,2021-04-18T18:04:39,102,1052,VIEW_PRODUCT,15,
100003,2021-04-18T18:08:54,102,,VIEW_PRODUCT,15,
100004,2021-02-15T02:09:27,102,1084,VIEW_PRODUCT,5,
100004,2021-02-15T02:13:07,102,1041,VIEW_PRODUCT,5,
100004,2021-02-15T02:13:44,102,1043,VIEW_PRODUCT,5,
100004,2021-02-15T02:15:12,102,1047,VIEW_PRODUCT,5,
100004,2021-02-15T02:17:00,102,1044,VIEW_PRODUCT,5,
100004,2021-02-15T02:20:10,102,1042,VIEW_PRODUCT,5,
100004,2021-02-15T02:23:06,102,1046,VIEW_PRODUCT,5,
100004,2021-02-15T02:28:03,102,1045,VIEW_PRODUCT,5,
100004,2021-02-15T02:28:19,102,1040,VIEW_PRODUCT,5,
100005,2021-05-29T12:27:57,102,1007,VIEW_PRODUCT,0,
100005,2021-05-29T12:28:16,102,1012,VIEW_PRODUCT,0,
100005,2021-05-29T12:33:09,102,1006,VIEW_PRODUCT,0,
100005,2021-05-29T12:36:58,102,1005,VIEW_PRODUCT,0,
100005,2021-05-29T12:40:49,102,1013,VIEW_PRODUCT,0,
100005,2021-05-29T12:44:39,,1011,VIEW_PRODUCT,0,
100005,2021-05-29T12:47:16,102,1010,VIEW_PRODUCT,0,
100005,2021-05-29T12:49:45,102,1008,VIEW_PRODUCT,0,
100005,2021-05-29T12:52:09,102,1008,BUY_PRODUCT,0,20003
100006,2021-04-24T07:59:58,102,1318,VIEW_PRODUCT,20,
100007,2021-02-25T23:57:30,102,1017,VIEW_PRODUCT,20,
100007,2021-02-25T23:59:50,102,,VIEW_PRODUCT,20,
100007,2021-02-26T00:01:34,102,1030,VIEW_PRODUCT,20,
100007,2021-02-26T00:02:49,102,1032,VIEW_PRODUCT,20,
100007,2021-02-26T00:03:55,102,1034,VIEW_PRODUCT,20,
100007,2021-02-26T00:04:12,102,1037,VIEW_PRODUCT,20,
100007,2021-02-26T00:05:45,102,1036,VIEW_PRODUCT,20,
100007,2021-02-26T00:08:30,102,1025,VIEW_PRODUCT,20,
100007,2021-02-26T00:11:34,102,1025,BUY_PRODUCT,20,20004
100008,2020-12-11T16:42:58,102,1201,VIEW_PRODUCT,20,
100008,2020-12-11T16:46:29,102,1201,BUY_PRODUCT,20,20005
100009,2021-09-02T03:38:40,102,1001,VIEW_PRODUCT,5,
100009,2021-09-02T03:43:00,102,1001,BUY_PRODUCT,5,20006
100010,2021-01-03T09:49:02,102,1318,VIEW_PRODUCT,0,
100011,2021-07-23T00:58:13,102,1048,VIEW_PRODUCT,15,
100011,2021-07-23T01:00:56,102,1051,VIEW_PRODUCT,15,
100011,2021-07-23T01:05:50,102,1050,VIEW_PRODUCT,15,
100011,2021-07-23T01:08:35,102,1057,VIEW_PRODUCT,15,
100012,2021-03-12T15:08:53,102,1072,VIEW_PRODUCT,5,
100013,2021-04-24T02:48:58,102,1278,VIEW_PRODUCT,0,
100013,2021-04-24T02:49:51,102,1281,VIEW_PRODUCT,0,
100014,2021-06-14T11:09:08,102,1292,VIEW_PRODUCT,20,
100014,2021-06-14T11:11:03,102,,VIEW_PRODUCT,20,
100014,2021-06-14T11:13:30,102,1289,VIEW_PRODUCT,20,
100014,2021-06-14T11:13:39,102,1290,VIEW_PRODUCT,20,
100014,2021-06-14T11:16:15,102,1290,BUY_PRODUCT,20,20007
100015,2021-01-04T21:53:23,102,1044,VIEW_PRODUCT,0,
100015,2021-01-04T21:56:52,102,1047,VIEW_PRODUCT,0,
100015,2021-01-04T21:57:25,102,1046,VIEW_PRODUCT,0,
100015,2021-01-04T22:01:01,102,1043,VIEW_PRODUCT,0,
100015,2021-01-04T22:04:39,102,1040,VIEW_PRODUCT,0,
100015,2021-01-04T22:08:30,102,1084,VIEW_PRODUCT,0,
100015,2021-01-04T22:11:26,102,1045,VIEW_PRODUCT,0,
100015,2021-01-04T22:12:06,102,1042,VIEW_PRODUCT,0,
100015,2021-01-04T22:12:37,102,1041,VIEW_PRODUCT,0,
100016,2020-11-27T18:49:34,102,1222,VIEW_PRODUCT,15,
100016,2020-11-27T18:51:01,102,1072,VIEW_PRODUCT,15,
100016,2020-11-27T18:52:51,102,1072,BUY_PRODUCT,15,20008
100017,2021-05-18T21:51:41,102,1035,VIEW_PRODUCT,15,
100018,2021-03-10T08:07:55,102,1234,VIEW_PRODUCT,5,
100018,2021-03-10T08:12:06,102,1233,VIEW_PRODUCT,5,
100018,2021-03-10T08:12:48,102,1233,BUY_PRODUCT,5,20009
100019,2021-10-08T16:00:37,102,1046,VIEW_PRODUCT,20,
100020,2021-10-03T05:09:01,102,1319,VIEW_PRODUCT,5,
100020,2021-10-03T05:09:12,102,,BUY_PRODUCT,5,20010
100021,2021-04-01T02:35:24,102,1011,VIEW_PRODUCT,15,
100021,2021-04-01T02:40:12,102,1007,VIEW_PRODUCT,15,
100021,2021-04-01T02:43:51,102,1009,VIEW_PRODUCT,15,
100021,2021-04-01T02:47:18,102,1006,VIEW_PRODUCT,15,
100021,2021-04-01T02:50:13,102,1006,BUY_PRODUCT,15,20011
100022,2021-01-12T00:39:08,102,1318,VIEW_PRODUCT,10,
100023,2021-04-14T14:35:51,102,1318,VIEW_PRODUCT,15,
100023,2021-04-14T14:39:03,102,1318,BUY_PRODUCT,15,20012
100024,2021-04-19T09:45:31,102,1078,VIEW_PRODUCT,5,
100024,2021-04-19T09:48:28,102,1075,VIEW_PRODUCT,5,
100024,2021-04-19T09:49:56,102,1079,VIEW_PRODUCT,5,
100024,2021-04-19T09:50:38,102,,VIEW_PRODUCT,5,
100024,2021-04-19T09:55:33,102,1081,VIEW_PRODUCT,5,
100024,2021-04-19T09:57:46,102,1076,VIEW_PRODUCT,5,
100024,2021-04-19T10:01:55,,1003,VIEW_PRODUCT,5,
100024,2021-04-19T10:02:30,102,1002,VIEW_PRODUCT,5,
100024,2021-04-19T10:03:08,,1002,BUY_PRODUCT,5,20013
100025,2021-09-18T00:23:14,102,1056,VIEW_PRODUCT,10,
100026,2021-02-14T22:00:34,102,1201,VIEW_PRODUCT,15,
100026,2021-02-14T22:04:05,102,1072,VIEW_PRODUCT,15,
100026,2021-02-14T22:04:10,102,1222,VIEW_PRODUCT,15,
100026,2021-02-14T22:04:42,102,1074,VIEW_PRODUCT,15,
100027,2021-01-27T23:19:28,102,1277,VIEW_PRODUCT,20,
100028,2020-11-14T08:43:54,102,1283,VIEW_PRODUCT,15,
100029,2021-07-20T12:35:29,102,1316,VIEW_PRODUCT,5,
100029,2021-07-20T12:37:12,102,1317,VIEW_PRODUCT,5,
100029,2021-07-20T12:40:03,102,1319,VIEW_PRODUCT,5,
100030,2021-06-22T14:18:10,102,1292,VIEW_PRODUCT,10,
100030,2021-06-22T14:19:31,102,1293,VIEW_PRODUCT,10,
100031,2021-09-26T02:35:00,102,1289,VIEW_PRODUCT,5,
100031,2021-09-26T02:35:16,102,1288,VIEW_PRODUCT,5,
100031,2021-09-26T02:36:24,102,1293,VIEW_PRODUCT,5,
100031,2021-09-26T02:37:30,102,1287,VIEW_PRODUCT,5,
100031,2021-09-26T02:40:18,102,1291,VIEW_PRODUCT,5,
100031,2021-09-26T02:43:45,102,1284,VIEW_PRODUCT,5,
100031,2021-09-26T02:46:30,102,1286,VIEW_PRODUCT,5,
100031,2021-09-26T02:48:28,102,1286,BUY_PRODUCT,5,20014
100032,2021-03-27T08:50:17,102,1318,VIEW_PRODUCT,5,
100033,2021-05-14T20:10:47,102,1081,VIEW_PRODUCT,0,
100033,2021-05-14T20:13:17,102,1081,BUY_PRODUCT,0,20015
100034,2021-09-06T06:58:50,102,1233,VIEW_PRODUCT,5,
100034,2021-09-06T06:59:03,102,1233,BUY_PRODUCT,5,20016
100035,2021-08-14T07:10:37,102,1201,VIEW_PRODUCT,10,
100035,2021-08-14T07:12:05,102,1072,VIEW_PRODUCT,10,
100035,2021-08-14T07:12:52,102,1074,VIEW_PRODUCT,10,
100036,2021-02-09T11:18:55,102,1053,VIEW_PRODUCT,5,
100037,2021-05-14T23:39:19,102,1081,VIEW_PRODUCT,5,
100037,2021-05-14T23:41:14,102,1079,VIEW_PRODUCT,5,
100037,2021-05-14T23:44:08,102,1075,VIEW_PRODUCT,5,
100037,2021-05-14T23:49:01,102,1077,VIEW_PRODUCT,5,
100037,2021-05-14T23:52:41,102,1076,VIEW_PRODUCT,5,
100037,2021-05-14T23:54:01,,1080,VIEW_PRODUCT,5,
100037,2021-05-14T23:54:15,102,1003,VIEW_PRODUCT,5,
100037,2021-05-14T23:54:59,102,1003,BUY_PRODUCT,5,20017
100038,2020-11-04T16:22:36,102,1283,VIEW_PRODUCT,5,
100038,2020-11-04T16:23:47,102,1283,BUY_PRODUCT,5,20018
100039,2021-08-21T23:41:34,102,1316,VIEW_PRODUCT,5,
100039,2021-08-21T23:46:24,102,1315,VIEW_PRODUCT,5,
100039,2021-08-21T23:47:13,102,1319,VIEW_PRODUCT,5,
100039,2021-08-21T23:49:00,102,1317,VIEW_PRODUCT,5,
100039,2021-08-21T23:51:22,102,1317,BUY_PRODUCT,5,20019
100040,2020-12-10T07:35:01,102,1292,VIEW_PRODUCT,20,
100040,2020-12-10T07:38:54,102,1285,VIEW_PRODUCT,20,
100040,2020-12-10T07:42:00,,1285,BUY_PRODUCT,20,20020
100041,2021-06-20T15:22:33,102,1054,VIEW_PRODUCT,15,
100041,2021-06-20T15:25:36,102,1055,VIEW_PRODUCT,15,
100041,2021-06-20T15:27:52,102,1057,VIEW_PRODUCT,15,
100041,2021-06-20T15:31:29,102,1048,VIEW_PRODUCT,15,
100041,2021-06-20T15:33:47,102,1053,VIEW_PRODUCT,15,
100042,2021-05-17T22:58:00,102,,VIEW_PRODUCT,15,
100042,2021-05-17T23:02:16,102,1278,VIEW_PRODUCT,15,
100043,2021-01-29T14:01:00,102,1276,VIEW_PRODUCT,10,
100043,2021-01-29T14:05:48,102,1277,VIEW_PRODUCT,10,
100043,2021-01-29T14:05:55,102,1277,BUY_PRODUCT,10,20021
100044,2021-09-24T16:18:08,102,1284,VIEW_PRODUCT,5,
100044,2021-09-24T16:18:20,102,1289,VIEW_PRODUCT,5,
100044,2021-09-24T16:21:21,102,1286,VIEW_PRODUCT,5,
